show_title,weekly_hours_viewed,month_of_year,year,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name,date_temp,quarter,quart_years
Interceptor,89410000,June,2022,Films,tt14174940,movie,Interceptor,Interceptor,NO,2022.0,,99.0,"Action,Adventure,Drama",4.6,26579.0,nm2318689,Matthew Reilly,2022-06-01,2,2022-Q2
Spiderhead,73700000,June,2022,Films,tt9783600,movie,Spiderhead,Spiderhead,NO,2022.0,,106.0,"Action,Crime,Drama",5.5,64164.0,nm2676052,Joseph Kosinski,2022-06-01,2,2022-Q2
The Man from Toronto,53890000,June,2022,Films,tt11671006,movie,The Man from Toronto,The Man from Toronto,NO,2022.0,,110.0,"Action,Adventure,Comedy",5.8,56759.0,nm0400850,Patrick Hughes,2022-06-01,2,2022-Q2
Chickenhare and the Hamster of Darkness,44530000,June,2022,Films,tt12532368,movie,Chickenhare and the Hamster of Darkness,Hopper et le hamster des ténèbres,NO,2022.0,,91.0,"Adventure,Animation,Comedy",6.3,2307.0,"nm2588135,nm0823721","Ben Stassen, Benjamin Mousquet",2022-06-01,2,2022-Q2
Halftime,27250000,June,2022,Films,tt19637852,movie,Halftime,Halftime,NO,2022.0,,95.0,"Biography,Documentary,Music",6.6,5463.0,"nm0584974,nm3532802","Amanda Micheli, Sam Wrench",2022-06-01,2,2022-Q2
A Perfect Pairing,25980000,June,2022,Films,tt15215512,movie,A Perfect Pairing,A Perfect Pairing,NO,2022.0,,101.0,"Comedy,Romance",6.1,15812.0,nm0568018,Stuart McDonald,2022-06-01,2,2022-Q2
Love & Gelato,25790000,June,2022,Films,tt15521050,movie,Love & Gelato,Love & Gelato,NO,2022.0,,110.0,"Comedy,Drama,Romance",5.2,6192.0,nm0131969,Brandon Camp,2022-06-01,2,2022-Q2
The Wrath of God,25680000,June,2022,Films,tt15189534,movie,The Wrath of God,La ira de Dios,NO,2022.0,,97.0,"Drama,Thriller",5.8,4449.0,nm0994416,Sebastián Schindel,2022-06-01,2,2022-Q2
RRR (Hindi),25240000,June,2022,Films,tt8178634,movie,RRR,RRR (Rise Roar Revolt),,2022.0,,187.0,"Action,Drama",7.8,158193.0,nm1442514,S.S. Rajamouli,2022-06-01,2,2022-Q2
Senior Year,24680000,June,2022,Films,tt5315212,movie,Senior Year,Senior Year,NO,2022.0,,111.0,"Comedy,Drama",5.5,42236.0,nm1420377,Alex Hardcastle,2022-06-01,2,2022-Q2
The Gray Man,185020000,July,2022,Films,tt1649418,movie,The Gray Man,The Gray Man,NO,2022.0,,122.0,"Action,Thriller",6.5,226847.0,"nm0751577,nm0751648","Anthony Russo, Joe Russo",2022-07-01,3,2022-Q3
The Sea Beast,156840000,July,2022,Films,tt9288046,movie,The Sea Beast,The Sea Beast,NO,2022.0,,115.0,"Adventure,Animation,Comedy",7.0,55229.0,nm0930261,Chris Williams,2022-07-01,3,2022-Q3
The Man from Toronto,116930000,July,2022,Films,tt11671006,movie,The Man from Toronto,The Man from Toronto,NO,2022.0,,110.0,"Action,Adventure,Comedy",5.8,56759.0,nm0400850,Patrick Hughes,2022-07-01,3,2022-Q3
Sing 2,72400000,July,2022,Films,tt6467266,movie,Sing 2,Sing 2,NO,2021.0,,110.0,"Adventure,Animation,Comedy",7.4,80178.0,"nm1134029,nm2888554","Garth Jennings, Christophe Lourdelet",2022-07-01,3,2022-Q3
Persuasion,68830000,July,2022,Films,tt14539654,movie,Persuasion,Persuasion,NO,2023.0,,,"Drama,Romance",,,nm9711541,Allison Calloway,2022-07-01,3,2022-Q3
Girl in the Picture,59330000,July,2022,Films,tt21059520,movie,Girl in the Picture,Girl in the Picture,NO,2022.0,,101.0,"Crime,Documentary,Mystery",7.2,20373.0,nm1341941,Skye Borgman,2022-07-01,3,2022-Q3
Purple Hearts,48230000,July,2022,Films,tt4614584,movie,Purple Hearts,Purple Hearts,NO,2022.0,,122.0,"Drama,Music,Romance",6.7,47442.0,nm0020491,Elizabeth Allen Rosenbaum,2022-07-01,3,2022-Q3
Dangerous Liaisons,34150000,July,2022,Films,tt15548032,movie,Dangerous Liaisons,Les liaisons dangereuses,NO,2022.0,,109.0,"Drama,Romance",4.1,2049.0,nm1801574,Rachel Suissa,2022-07-01,3,2022-Q3
Hustle,30490000,July,2022,Films,tt8009428,movie,Hustle,Hustle,NO,2022.0,,117.0,"Comedy,Drama,Sport",7.3,137688.0,nm1476102,Jeremiah Zagar,2022-07-01,3,2022-Q3
Incantation,23960000,July,2022,Films,tt18968540,movie,Incantation,Zhou,NO,2022.0,,110.0,"Horror,Mystery",6.2,18823.0,nm3003609,Kevin Ko,2022-07-01,3,2022-Q3
Valley of the Dead,23160000,July,2022,Films,tt10127708,movie,Valley of the Dead,Malnazidos,NO,2020.0,,101.0,"Action,Adventure,Fantasy",5.8,5122.0,"nm1438231,nm1027519","Javier Ruiz Caldera, Alberto de Toro",2022-07-01,3,2022-Q3
Purple Hearts,184730000,August,2022,Films,tt4614584,movie,Purple Hearts,Purple Hearts,NO,2022.0,,122.0,"Drama,Music,Romance",6.7,47442.0,nm0020491,Elizabeth Allen Rosenbaum,2022-08-01,3,2022-Q3
Day Shift,140360000,August,2022,Films,tt13314558,movie,Day Shift,Day Shift,NO,2022.0,,113.0,"Action,Comedy,Fantasy",6.1,86666.0,nm0675102,J.J. Perry,2022-08-01,3,2022-Q3
Look Both Ways,77950000,August,2022,Films,tt14298328,movie,Look Both Ways,Look Both Ways,NO,2022.0,,110.0,"Comedy,Drama,Romance",6.3,22919.0,nm1393967,Wanuri Kahiu,2022-08-01,3,2022-Q3
The Gray Man,74700000,August,2022,Films,tt1649418,movie,The Gray Man,The Gray Man,NO,2022.0,,122.0,"Action,Thriller",6.5,226847.0,"nm0751577,nm0751648","Anthony Russo, Joe Russo",2022-08-01,3,2022-Q3
The Next 365 Days,66320000,August,2022,Films,tt21106646,movie,The Next 365 Days,The Next 365 Days,NO,2022.0,,112.0,"Drama,Romance",2.8,8814.0,"nm1705578,nm1372836","Tomasz Mandes, Barbara Bialowas",2022-08-01,3,2022-Q3
Carter,64040000,August,2022,Films,tt21237030,movie,Carter,Kateo,NO,2022.0,,132.0,"Action,Thriller",5.1,9572.0,nm3468066,Byung-gil Jung,2022-08-01,3,2022-Q3
Me Time,59230000,August,2022,Films,tt14309446,movie,Me Time,Me Time,NO,2022.0,,101.0,Comedy,5.1,38629.0,nm0357453,John Hamburg,2022-08-01,3,2022-Q3
Uncharted,53020000,August,2022,Films,tt27554611,movie,Uncharted,Uncharted,NO,2023.0,,95.0,Documentary,7.3,8.0,nm2137041,Beth Aala,2022-08-01,3,2022-Q3
Wedding Season,37610000,August,2022,Films,tt11426572,movie,Wedding Season,Wedding Season,NO,2022.0,,98.0,"Comedy,Romance",6.3,10551.0,nm0223359,Tom Dey,2022-08-01,3,2022-Q3
The Sea Beast,33310000,August,2022,Films,tt9288046,movie,The Sea Beast,The Sea Beast,NO,2022.0,,115.0,"Adventure,Animation,Comedy",7.0,55229.0,nm0930261,Chris Williams,2022-08-01,3,2022-Q3
Darlings,32280000,August,2022,Films,tt27159512,movie,Darlings,Darlings,NO,2023.0,,72.0,Thriller,,,"nm14658829,nm9931027","Lea De Boor, Steffen Maurer",2022-08-01,3,2022-Q3
Me Time,91360000,September,2022,Films,tt14309446,movie,Me Time,Me Time,NO,2022.0,,101.0,Comedy,5.1,38629.0,nm0357453,John Hamburg,2022-09-01,3,2022-Q3
Love in the Villa,79620000,September,2022,Films,tt15463032,movie,Love in the Villa,Love in the Villa,NO,2022.0,,114.0,"Comedy,Romance",5.4,12470.0,nm0425756,Mark Steven Johnson,2022-09-01,3,2022-Q3
Do Revenge,69220000,September,2022,Films,tt13327038,movie,Do Revenge,Do Revenge,NO,2022.0,,118.0,Comedy,6.3,47119.0,nm3066492,Jennifer Kaytin Robinson,2022-09-01,3,2022-Q3
I Came By,64950000,September,2022,Films,tt15083184,movie,I Came By,I Came By,NO,2022.0,,110.0,Thriller,6.2,31573.0,nm2035118,Babak Anvari,2022-09-01,3,2022-Q3
End of the Road,62940000,September,2022,Films,tt13655328,movie,End of the Road,End of the Road,NO,2022.0,,89.0,"Action,Crime,Drama",4.8,8465.0,nm0791381,Millicent Shelton,2022-09-01,3,2022-Q3
Loving Adults,51290000,September,2022,Films,tt14592948,movie,Loving Adults,Kærlighed for voksne,NO,2022.0,,104.0,"Crime,Drama,Thriller",6.5,12433.0,nm0867784,Barbara Topsøe-Rothenborg,2022-09-01,3,2022-Q3
No Limit,44820000,September,2022,Films,tt14995258,movie,No Limit,Sous emprise,NO,2022.0,,118.0,"Drama,Romance,Sport",5.8,3595.0,nm1270033,David M. Rosenthal,2022-09-01,3,2022-Q3
Lou,40570000,September,2022,Films,tt26252592,movie,Lou,Lou,NO,2023.0,,27.0,,,,"nm3778688,nm14470708","Annick Daigneault, Martine Asselin",2022-09-01,3,2022-Q3
Under Her Control,22250000,September,2022,Films,tt15006754,movie,Under Her Control,La jefa,NO,2022.0,,109.0,Drama,4.8,1838.0,nm1267235,Fran Torres,2022-09-01,3,2022-Q3
Fenced In,22140000,September,2022,Films,tt21742248,movie,Fenced In,Fenced In,NO,2022.0,,110.0,Comedy,4.4,644.0,nm0764367,Roberto Santucci,2022-09-01,3,2022-Q3
Morbius,19730000,September,2022,Films,tt5108870,movie,Morbius,Morbius,NO,2022.0,,104.0,"Action,Adventure,Horror",5.2,143269.0,nm1174251,Daniel Espinosa,2022-09-01,3,2022-Q3
Luckiest Girl Alive,127410000,October,2022,Films,tt4595186,movie,Luckiest Girl Alive,Luckiest Girl Alive,NO,2022.0,,113.0,"Drama,Mystery,Thriller",6.4,53649.0,nm0054954,Mike Barker,2022-10-01,4,2022-Q4
The School for Good and Evil,120780000,October,2022,Films,tt2935622,movie,The School for Good and Evil,The School for Good and Evil,NO,2022.0,,147.0,"Action,Comedy,Drama",5.9,33771.0,nm0082450,Paul Feig,2022-10-01,4,2022-Q4
The Good Nurse,68310000,October,2022,Films,tt4273800,movie,The Good Nurse,The Good Nurse,NO,2022.0,,121.0,"Biography,Crime,Drama",6.8,75028.0,nm2105585,Tobias Lindholm,2022-10-01,4,2022-Q4
Mr. Harrigan's Phone,61270000,October,2022,Films,tt12908110,movie,Mr. Harrigan's Phone,Mr. Harrigan's Phone,NO,2022.0,,104.0,"Drama,Horror,Mystery",6.0,36477.0,nm0359387,John Lee Hancock,2022-10-01,4,2022-Q4
Blonde,60840000,October,2022,Films,tt9668946,movie,Blonde,Blonde,NO,2024.0,,,Thriller,,,nm10430245,Nicolet Rose,2022-10-01,4,2022-Q4
Lou,58790000,October,2022,Films,tt26252592,movie,Lou,Lou,NO,2023.0,,27.0,,,,"nm3778688,nm14470708","Annick Daigneault, Martine Asselin",2022-10-01,4,2022-Q4
The Curse of Bridge Hollow,58630000,October,2022,Films,tt15289240,movie,The Curse of Bridge Hollow,The Curse of Bridge Hollow,NO,2022.0,,89.0,"Adventure,Comedy,Family",5.6,11135.0,nm0905592,Jeff Wadlow,2022-10-01,4,2022-Q4
Someone Borrowed,45700000,October,2022,Films,tt22091698,movie,Someone Borrowed,Esposa de Aluguel,NO,2022.0,,107.0,"Comedy,Romance",5.7,1577.0,nm1006796,Cris D'Amato,2022-10-01,4,2022-Q4
Sing,33450000,October,2022,Films,tt3470600,movie,Sing,Sing,NO,2016.0,,108.0,"Animation,Comedy,Family",7.1,184267.0,"nm1134029,nm2888554","Garth Jennings, Christophe Lourdelet",2022-10-01,4,2022-Q4
Blackout,33210000,October,2022,Films,tt23186596,movie,Blackout,Blackout,NO,2023.0,,104.0,Horror,6.3,41.0,nm0275244,Larry Fessenden,2022-10-01,4,2022-Q4
All Quiet on the Western Front,31500000,October,2022,Films,tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,NO,2022.0,,148.0,"Action,Drama,War",7.8,225323.0,nm0074163,Edward Berger,2022-10-01,4,2022-Q4
Enola Holmes 2,158030000,November,2022,Films,tt14641788,movie,Enola Holmes 2,Enola Holmes 2,NO,2022.0,,129.0,"Action,Adventure,Crime",6.8,93551.0,nm0102873,Harry Bradbeer,2022-11-01,4,2022-Q4
Falling for Christmas,101190000,November,2022,Films,tt14715170,movie,Falling for Christmas,Falling for Christmas,NO,2022.0,,93.0,"Comedy,Romance",5.2,25609.0,nm0078943,Janeen Damian,2022-11-01,4,2022-Q4
Slumberland,78800000,November,2022,Films,tt13320662,movie,Slumberland,Slumberland,NO,2022.0,,117.0,"Adventure,Comedy,Drama",6.7,27950.0,nm1349376,Francis Lawrence,2022-11-01,4,2022-Q4
All Quiet on the Western Front,71920000,November,2022,Films,tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,NO,2022.0,,148.0,"Action,Drama,War",7.8,225323.0,nm0074163,Edward Berger,2022-11-01,4,2022-Q4
The Good Nurse,60640000,November,2022,Films,tt4273800,movie,The Good Nurse,The Good Nurse,NO,2022.0,,121.0,"Biography,Crime,Drama",6.8,75028.0,nm2105585,Tobias Lindholm,2022-11-01,4,2022-Q4
Lost Bullet 2,47450000,November,2022,Films,tt10456740,movie,Lost Bullet,Balle perdue	,,2020.0,,92.0,"Action,Crime,Thriller",6.3,13663.0,nm4962035,Guillaume Pierret,2022-11-01,4,2022-Q4
The Wonder,43040000,November,2022,Films,tt9288822,movie,The Wonder,The Wonder,NO,2022.0,,108.0,"Drama,Mystery,Thriller",6.6,41328.0,nm0133326,Sebastián Lelio,2022-11-01,4,2022-Q4
Where the Crawdads Sing,40800000,November,2022,Films,tt9411972,movie,Where the Crawdads Sing,Where the Crawdads Sing,NO,2022.0,,125.0,"Drama,Mystery,Romance",7.2,109280.0,nm3229507,Olivia Newman,2022-11-01,4,2022-Q4
Beyond the Universe,40240000,November,2022,Films,tt16027944,movie,Beyond the Universe,Depois do Universo,NO,2022.0,,126.0,"Comedy,Drama,Romance",6.6,2157.0,nm5735886,Diego Freitas,2022-11-01,4,2022-Q4
The Takeover,37390000,November,2022,Films,tt28219841,movie,The Takeover,The Takeover,NO,2023.0,,,Crime,,,nm14980542,Andre Dorsey II,2022-11-01,4,2022-Q4
The Noel Diary,36270000,November,2022,Films,tt13007592,movie,The Noel Diary,The Noel Diary,NO,2022.0,,99.0,"Comedy,Drama,Romance",6.1,16881.0,nm0796124,Charles Shyer,2022-11-01,4,2022-Q4
Troll,152350000,December,2022,Films,tt11116912,movie,Troll,Troll,NO,2022.0,,101.0,"Action,Adventure,Drama",5.8,46850.0,nm1012385,Roar Uthaug,2022-12-01,4,2022-Q4
Guillermo del Toro’s Pinocchio,87140000,December,2022,Films,tt4593060,movie,Pinocchio,Pinocchio,,2022.0,,105.0,"Adventure,Comedy,Drama",5.1,40468.0,nm0000709,Robert Zemeckis,2022-12-01,4,2022-Q4
Glass Onion: A Knives Out Mystery,82140000,December,2022,Films,tt26474050,tvEpisode,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,NO,2023.0,,,"Action,Comedy,Talk-Show",,,,,2022-12-01,4,2022-Q4
My Name Is Vendetta,67290000,December,2022,Films,tt15229674,movie,My Name Is Vendetta,Il mio nome è vendetta,NO,2022.0,,90.0,"Action,Crime,Drama",5.5,5340.0,nm0326995,Cosimo Gomez,2022-12-01,4,2022-Q4
Lady Chatterley's Lover,60120000,December,2022,Films,tt14369780,movie,Lady Chatterley's Lover,Lady Chatterley's Lover,NO,2022.0,,126.0,"Drama,Romance",6.6,21086.0,nm0166438,Laure de Clermont-Tonnerre,2022-12-01,4,2022-Q4
Bullet Train,56720000,December,2022,Films,tt12593682,movie,Bullet Train,Bullet Train,NO,2022.0,,127.0,"Action,Comedy,Thriller",7.3,390206.0,nm0500610,David Leitch,2022-12-01,4,2022-Q4
God's Crooked Lines,52410000,December,2022,Films,tt13229894,movie,God's Crooked Lines,Los renglones torcidos de Dios,NO,2022.0,,154.0,"Drama,Mystery,Thriller",7.0,20115.0,nm1079062,Oriol Paulo,2022-12-01,4,2022-Q4
The Noel Diary,44770000,December,2022,Films,tt13007592,movie,The Noel Diary,The Noel Diary,NO,2022.0,,99.0,"Comedy,Drama,Romance",6.1,16881.0,nm0796124,Charles Shyer,2022-12-01,4,2022-Q4
The Swimmers,38760000,December,2022,Films,tt8745676,movie,The Swimmers,The Swimmers,NO,2022.0,,134.0,"Biography,Drama,Sport",7.4,33789.0,nm2260751,Sally El Hosaini,2022-12-01,4,2022-Q4
The Big 4,36130000,December,2022,Films,tt15528292,movie,The Big 4,The Big 4,NO,2022.0,,141.0,"Action,Comedy,Crime",6.1,3272.0,nm3464186,Timo Tjahjanto,2022-12-01,4,2022-Q4
The Volcano: Rescue from Whakaari,34050000,December,2022,Films,tt21439528,movie,The Volcano: Rescue from Whakaari,The Volcano: Rescue from Whakaari,NO,2022.0,,98.0,Documentary,7.3,7644.0,nm0448311,Rory Kennedy,2022-12-01,4,2022-Q4
Glass Onion: A Knives Out Mystery,212760000,January,2023,Films,tt26474050,tvEpisode,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,NO,2023.0,,,"Action,Comedy,Talk-Show",,,,,2023-01-01,1,2023-Q1
The Pale Blue Eye,100970000,January,2023,Films,tt14138650,movie,The Pale Blue Eye,The Pale Blue Eye,NO,2022.0,,128.0,"Crime,Horror,Mystery",6.6,115979.0,nm0178376,Scott Cooper,2023-01-01,1,2023-Q1
Roald Dahl's Matilda The Musical,77510000,January,2023,Films,tt3447590,movie,Roald Dahl's Matilda the Musical,Roald Dahl's Matilda the Musical,,2022.0,,117.0,"Comedy,Drama,Family",7.0,26339.0,nm0911334,Matthew Warchus,2023-01-01,1,2023-Q1
You People,55650000,January,2023,Films,tt14826022,movie,You People,You People,NO,2023.0,,117.0,"Comedy,Romance",5.5,60051.0,nm1244069,Kenya Barris,2023-01-01,1,2023-Q1
